,,,,,, ,,Language,Q1_0,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q2,Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q6,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q9,Q10,Q10_other,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q13,Q13_other,Q14,Q15,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q16_10,Q16_11,Q16_12,Q16_13,Q16_14,Q16_15,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q17_10,Q17_11,Q17_12,Q17_13,Q17_14,Q17_15,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_7,Q18_8,Q18_9,Q18_10,Q18_11,Q19,Q20,Q21,Q22,Q23,Q24,Q24_other,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q25_7,Q25_8,Q25_9,Q25_10,Q25_11,Q25_12,Q25_13,Q25_14,Q25_15,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q26_8,Q26_9,Q26_10,Q26_11,Q26_12,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q27_8,Q27_9,Q27_10,Q27_11,Q28,Q29,Q30_0,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q30_7,Q30_8,Q30_9,Q30_10,Q30_11,Q30_12,Q30_13,Q30_14,Q30_15,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q31_6,Q31_7,Q31_8,Q31_9,Q31_10,Q32_1,Q32_2,Q32_3,Q32_4,Q32_5,Q32_6,Q32_7,Q32_8,Q32_9,Q32_10,Q32_11,Q33_1,Q33_2,Q33_3,Q33_4,Q34_1,Q34_2,Q34_3,Q34_4,Q34_5,Q37,Q38_1,Q38_2,Q38_3,Q39,Q40_0,Q40_1,Q40_2,Q40_3,Q40_4,Q41,Q43,Q44,Q45,Q46,Q47,Q48,Q48_other,Q49_0,Q49_1,Q49_2,Q49_3,Q49_4,Q49_5,Q50_0,Q50_1,Q50_2,Q50_3,Q50_4,Q50_5,Q51,Q52_1,Q52_2,Q52_3,Q52_4,Q52_5,Q52_6,Q52_7,Q52_8,Q52_9,Q52_10,Q52_11,Q52_12,Q52_13,Q52_14,Q52_15,Q53_1,Q53_2,Q53_3,Q53_4,Q53_5,Q53_6,Q53_7,Q53_8,Q53_9,Q53_10,Q53_11,Q53_12,Q53_13,Q53_14,Q53_15,Q54,Q55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,28:44,118088879755,446321998,2022-07-28 09:11:59,2022-07-28 09:40:43,,0,en,,1,2,3,4,5,,5,6,4,4,3,4,3,3,4,1,1,1,1,1,1,1,3,1,,,4,5,6,,8,9,,,,,3,2,,3,4,2,2,3,4,,6,,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,03:45,118088776081,446322521,2022-07-28 06:37:19,2022-07-28 06:41:04,,0,en,,1,,,,,,1,6,3,3,3,3,3,2,1,1,1,1,1,1,1,1,3,,,,,,,7,,,,,,,3,7,,4,1,1,1,1,1,,9,,3,2,,,,,,,,,,,,12,,,,,,,,5,,,,,,,,,,,,,,,,,,,9,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,07:37,118087620365,446360289,2022-07-26 22:45:32,2022-07-26 22:53:09,,0,en,,1,,,,,,4,1,2,3,3,2,2,1,2,2,2,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,7,,9,,,1,,,,2,,,,,,,,,,12,13,,,,,,,,,,,,,3,4,3,5,3,2,3,2,3,4,3,2,2,3,3,4,4,3,3,4,4,2,1,2,,0,,,,,2,1,2,3,2,5,9,,0,,,,,,,,,,4,,0,1,,,1,,,,,3,,,3,,,3,,,,,5,6,,,,,,,,,,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,26:50,118087595681,446321977,2022-07-26 21:53:46,2022-07-26 22:20:36,,0,en,,1,2,,,,,2,1,2,4,4,4,1,1,1,2,2,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10,,1,I'd makes slides to pitch the initiative to team leads and senior management. Then I'd have to dedicate time to set it up and probably volunteer to enforce it,,1,,,,,6,,,,10,,,,,,,,,,,,,,,,1,2,2,3,2,1,5,2,3,4,4,1,1,2,4,3,2,3,5,4,1,2,3,3,,0,,,,,2,2,2,2,5,4,5,,,,,3,,,,,,,,5,2,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,03:39,118087423029,446321977,2022-07-26 18:04:06,2022-07-26 18:07:45,,0,en,,1,,,,,,5,2,2,2,2,2,2,2,2,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,33:25,118087107286,446322521,2022-07-26 11:18:20,2022-07-26 13:51:45,1,2,en,,1,2,3,4,5,,7,1,4,4,4,3,3,5,3,1,1,1,1,3,3,1,3,,,3,,,,,,,10,11,,,6,7,,4,6,6,6,6,6,,9,,6,5,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,3,3,3,,0,,,,,3,2,2,7,7,2,10,,,1,,,,,,1,,,,,0,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,09:23,118087194188,446322521,2022-07-26 12:48:16,2022-07-26 12:57:39,,0,en,,1,2,3,4,5,,7,1,4,4,4,4,4,4,5,1,1,1,1,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,07:24,118087146040,446322521,2022-07-26 11:59:23,2022-07-26 12:06:47,1,2,en,,1,2,,4,5,,7,1,4,4,4,3,2,4,3,1,1,1,1,1,1,2,3,1,2,3,4,,6,7,,,10,11,12,,5,2,,2,3,1,2,2,1,,6,,3,2,,,,,5,,,8,9,,,12,,,,,2,3,4,5,,,,9,10,,,,,,,,3,4,5,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1,2,5,1,5,5,3,6,3,1,2,1,4,1,1,1,6,1,3,1,2,2,,,,,3,,1,6,5,3,3,1,2,,,1,2,3,,,,1,2,3,,,4,,,,,,,,,,,,,,,,1,,3,4,5,6,,,,,,,,,,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,15:56,118087019378,446360289,2022-07-26 09:45:21,2022-07-26 10:01:17,,0,en,,1,,,,,,1,7,1,4,3,1,1,1,1,1,1,1,2,2,2,2,,,,,,,,,8,9,,,,,2,3,,2,3,6,3,3,6,,9,,2,3,,,3,4,5,,,8,,,,12,13,,,1,,,,,,,,,,,,,14,,,,,4,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,5,2,2,6,6,6,6,6,2,6,6,3,5,5,5,5,5,2,2,2,1,,0,,,,,1,1,1,7,6,4,9,,0,,,,,,,,,,,5,0,1,,,1,,,,,3,,,3,,,3,,,,,5,,,,9,,,,,,,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,57:26,118085937551,446360289,2022-07-25 04:27:21,2022-07-25 06:24:47,,0,en,,1,,,4,5,,6,2,4,4,4,4,4,3,3,2,3,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,12:19,118085853506,446783486,2022-07-25 03:43:31,2022-07-25 03:55:50,1,2,en,,1,2,3,,,,4,1,4,4,4,4,3,3,3,1,1,1,1,1,1,1,3,1,2,,4,5,6,,,,10,,,,4,2,,4,1,1,6,6,5,,7,,1,1,,2,,,5,6,,,9,,,,,,,,,3,,,,,,9,,,,,,,1,2,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,3,3,4,4,4,4,3,3,6,6,6,6,3,4,4,3,3,2,3,3,3,,0,,,,,1,8,6,7,5,5,4,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,1,,,4,5,,,,,,,12,,,,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,09:39,118085196850,446360289,2022-07-23 15:37:13,2022-07-23 15:46:52,,0,en,,1,,,,,,3,1,2,2,4,1,1,2,3,2,1,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,3,5,4,10,,,,,,,5,,,,3,,,0,,,3,,,3,,2,,,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,07:54,118085149661,446360289,2022-07-23 12:49:45,2022-07-23 12:57:39,,0,en,,1,,,,,,1,5,3,3,4,3,4,4,3,2,2,1,1,2,1,1,3,1,,,,,6,,8,,,,,,3,4,,2,3,4,3,4,2,,3,,4,3,,2,,,,,7,,,,,,,,,1,,,,,,7,,,,,,13,,,,,,,5,,7,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,2,2,2,3,2,3,4,2,1,2,3,6,3,2,3,3,2,3,2,3,3,,,,,3,,2,3,4,3,3,3,3,,,,,3,,,,,2,,4,,3,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,14,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,17:29,118085063197,446322431,2022-07-23 09:32:13,2022-07-23 09:49:42,,0,en,,1,2,,,,,7,5,2,4,3,2,2,3,2,2,2,1,1,2,1,2,3,,2,,,5,,7,,9,,,,,3,4,,4,2,2,4,3,1,,2,,4,1,,,3,,,,,8,,,,,13,,,,2,,,,,7,,,,,,,,,,,3,4,5,,,,,,,2,1,Awareness of the use of open source all around us in tools & services the company uses.   Bringing compliance awareness to engineering teams. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,2,4,1,3,1,3,3,3,4,4,1,5,2,2,1,3,2,3,3,3,3,,0,,,,,1,4,2,7,1,1,9,,,,2,,,,,,2,,,,3,,,,,,,,,,,,,,,,1,,3,,5,6,,,9,,11,12,,,,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,05:12,118084955302,446321998,2022-07-23 03:23:52,2022-07-23 03:29:04,,0,en,,1,,,,,,7,1,2,3,1,3,3,3,2,3,1,1,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,13:34,118084932416,446321998,2022-07-23 01:49:38,2022-07-23 02:03:12,,0,en,,1,2,3,4,5,,7,4,4,4,4,3,4,4,4,1,1,1,1,1,1,1,3,1,2,3,4,5,6,,,9,10,11,12,,4,0,Developer Experience / Dev Tooling ,3,2,1,2,1,1,,2,,2,1,1,2,3,4,5,6,,8,,10,11,12,13,,,,,3,4,5,,7,8,9,,,,,,,,,,,5,,7,,,10,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,1,4,1,3,2,3,3,2,2,3,2,2,3,3,2,3,2,2,2,1,2,,0,,,,,1,4,5,1,5,4,4,,,1,2,3,,,,1,2,3,,,4,,,,,,,,,,,,,,,,1,2,3,4,5,,,,,,11,,,14,,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,12:58,118084562922,446321998,2022-07-22 13:18:26,2022-07-22 13:31:24,,0,en,,1,2,3,4,5,,7,7,3,4,4,3,2,3,3,1,1,1,1,1,1,1,3,,,3,4,5,,,,9,10,,,,5,2,,3,3,1,3,2,1,,4,,6,3,1,,3,,,6,,8,,10,,,,,,,,,,,,,,,,,,,,,,,,,5,,7,,,,11,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,3,2,4,2,6,6,3,6,3,3,3,3,4,2,6,6,6,6,4,3,3,3,,,1,2,,,3,6,6,3,5,4,4,,,1,,,4,,,1,,,4,,4,,,,,,,,,,,,,,,,,,,4,5,,7,,,,,,,,,19,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,22:20,118084509669,446321998,2022-07-22 12:11:48,2022-07-22 12:34:08,,0,en,,1,2,,4,5,,7,3,4,4,4,3,3,4,3,1,1,1,1,1,1,1,3,1,,3,4,5,,,,9,,,,,4,5,,3,1,1,4,1,1,,6,,1,3,,,3,,,,,8,,,,,,,,,2,,,,,,,9,,,,,,,,,,,,6,7,,,,11,3,1,Implementation of Open Source Readiness Review for new Open Source Project ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,3,2,4,2,3,2,3,6,3,6,6,1,3,2,4,4,6,2,3,1,1,2,Just having an open source policy is not sufficient. Policy should have a well defined process and continues improvements. Also if the policy doesn't include contributions it is a -ve,,1,2,,,1,7,5,2,5,4,4,,,1,,3,,,,,,,4,,4,,,,,,,,,,,,,,,,,,,4,5,,7,,,,,,,,,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,17:00,118084498378,446321998,2022-07-22 11:42:57,2022-07-22 11:59:57,,0,en,,1,2,3,,,,7,1,4,4,4,5,5,4,5,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,25:26,118084276027,446321998,2022-07-22 07:36:45,2022-07-22 08:02:11,1,1,en,,1,2,3,4,5,,7,5,3,4,4,3,3,3,4,1,3,1,1,1,3,1,3,1,2,3,4,5,6,,8,9,10,11,12,,5,2,,3,5,3,4,3,2,,1,,2,4,,,3,4,5,,,8,9,10,11,12,,,,1,2,3,4,5,6,7,8,9,,11,,13,14,,,,,,,,7,,9,10,,2,1,Faster time to market More use of standard components vs creating proprietary ones.  Address customer needs for open source based solutions and services. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,3,2,3,3,2,6,3,3,2,2,4,2,2,2,4,2,2,3,3,3,,0,,,,,1,3,5,3,4,1,4,,,1,,,,,,1,,,,,5,,,,,,,,,,,,,,,,1,,3,4,5,6,7,8,,,11,12,,14,,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,10:45,118084206100,446321998,2022-07-22 05:44:36,2022-07-22 05:55:21,,0,en,,1,2,3,,5,,4,5,3,4,4,4,3,3,3,2,2,1,1,1,1,2,3,1,2,3,4,5,6,,,,10,11,,,3,2,,3,4,1,1,1,2,,1,,1,2,1,2,,,5,6,7,8,9,10,11,12,13,,,,,,,,6,7,8,9,,,12,,,,,2,3,,,6,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,3,4,2,4,2,5,4,4,4,2,5,4,3,4,4,4,4,3,1,1,1,,,,,3,,1,2,2,3,3,2,3,,,1,,,4,,,,,,4,,2,,,,,,,,,,,,,,,,,,,4,5,6,,,9,,,12,,,,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,12:06,118084101073,446321977,2022-07-22 02:00:55,2022-07-22 02:13:01,,0,en,,1,,,4,,,5,2,3,4,4,3,2,3,1,3,3,1,3,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Can't answer because of not being in management position,1,,,,,3,4,,,,8,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,,0,,,,,3,5,4,4,2,4,4,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,3,4,,,,,,,,,,14,,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,03:50,118084013819,446321998,2022-07-21 22:40:57,2022-07-21 22:44:47,,0,en,,1,,,,,,1,1,2,5,4,4,2,3,4,2,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,02:11,118083858306,446321998,2022-07-21 18:45:42,2022-07-21 18:47:53,,0,en,,1,2,3,4,5,,7,1,4,4,4,4,4,4,4,1,1,1,3,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,14:26,118083832023,446321998,2022-07-21 18:16:42,2022-07-21 18:31:08,,0,en,,1,2,3,4,5,,7,3,4,4,3,4,4,4,4,1,1,1,1,1,1,1,3,1,2,3,,5,,,,9,10,11,,,5,7,,3,6,6,6,6,6,,9,,1,3,1,2,,,,6,,8,,10,11,12,13,14,,,2,,,5,6,,8,9,,,,,,,,,3,,5,6,,,,,,1,1,"It’s a regular communication loop, encouraging work in some areas and focusing help where it’s needed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,2,3,5,2,4,3,2,6,4,1,3,3,3,5,1,3,6,3,3,3,3,3,,0,,,,,1,8,5,1,5,2,4,,,1,2,3,,,,1,2,3,,,0,,,,,,,,,,,,,,,,1,,3,4,5,6,7,8,9,,11,12,13,14,,20,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,09:10,118082833924,446783486,2022-07-20 17:09:48,2022-07-21 11:18:58,,0,en,,1,,3,4,,,7,3,2,4,4,2,1,3,1,2,2,1,2,2,2,1,,1,2,3,4,5,6,7,8,9,10,11,12,,4,0,"Growth, Strategy, and Solutions",2,4,5,2,5,3,,2,,3,1,,,3,4,,,,8,9,,11,12,,14,,1,2,,,,,7,,,,11,,13,14,,,,3,,5,,,,,,11,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,1,5,1,6,1,3,6,6,6,6,6,1,1,1,2,6,6,5,2,1,2,,,1,2,,,2,3,2,3,5,5,6,,,1,,,4,,,1,,3,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,28:29,118083172155,446321977,2022-07-21 03:16:52,2022-07-21 09:45:21,,0,en,,1,2,3,4,5,,7,7,4,4,4,4,4,4,4,1,1,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,16:19,118083293121,446321977,2022-07-21 06:51:45,2022-07-21 07:08:04,,0,zh-tw,,1,2,3,,5,,4,2,3,4,4,4,3,4,3,1,1,1,1,2,2,2,3,,2,3,,5,6,7,8,,,11,12,,5,2,,2,1,2,1,2,3,,9,,3,4,1,2,3,4,5,6,7,8,9,10,11,12,13,14,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,,,,3,4,,6,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,1,3,1,1,2,3,1,1,1,1,2,2,3,1,3,1,1,1,2,,,1,2,3,,3,5,4,6,2,1,5,,,1,,,,,,1,2,,4,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
